City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,el abiodh sidi cheikh,32.893,0.5484,65.39,46,0,2.62,DZ,1696304904
359,central,30.5544,-91.0368,75.81,76,0,5.75,US,1696304905
360,alappuzha,9.49,76.3264,84.0,81,39,4.94,IN,1696304905
361,souillac,-20.5167,57.5167,70.18,88,20,3.44,MU,1696304905
362,winnemucca,40.973,-117.7357,50.05,76,0,5.75,US,1696304905
363,puerto madero,14.7208,-92.4215,79.0,100,75,0.0,MX,1696304905
364,callao,-12.0667,-77.15,68.72,77,75,13.8,PE,1696304905
365,katsuura,35.1333,140.3,73.6,62,73,11.21,JP,1696304906
366,san jose del guaviare,2.5729,-72.6459,74.41,94,98,0.76,CO,1696304906
367,taltal,-25.4,-70.4833,57.87,86,25,1.74,CL,1696304906
368,hithadhoo,-0.6,73.0833,82.15,75,84,11.74,MV,1696304906
369,puerto baquerizo moreno,-0.9,-89.6,72.73,91,79,9.55,EC,1696304906
370,kalaleh,37.3807,55.4916,62.2,48,75,4.61,IR,1696304906
371,zara,44.1197,15.2422,54.21,94,0,3.44,HR,1696304907
372,manismata,-2.4667,111.0333,96.37,30,95,5.99,ID,1696304907
373,rakops,-21.0167,24.3333,59.16,68,0,13.33,BW,1696304907
374,scottburgh,-30.2867,30.7532,59.63,74,0,10.54,ZA,1696304907
375,talnakh,69.4865,88.3972,34.21,96,100,15.32,RU,1696304907
376,jodhpur,26.2867,73.03,87.17,33,0,12.1,IN,1696304908
377,moranbah,-22.0016,148.0466,83.55,37,11,21.56,AU,1696304908
378,fiumicino-isola sacra,41.7675,12.2291,67.01,61,7,2.3,IT,1696304908
379,zaraza,9.3503,-65.3245,74.41,96,100,0.94,VE,1696304908
380,brisas de zicatela,15.8369,-97.0419,79.32,69,100,2.3,MX,1696304908
381,tangalle,6.024,80.7911,82.56,73,95,9.04,LK,1696304908
382,yulinshi,38.2906,109.7494,62.53,53,55,3.67,CN,1696304909
383,parasia,22.2,78.7667,77.95,63,58,12.53,IN,1696304909
384,saint albans,51.75,-0.3333,56.16,95,100,12.66,GB,1696304909
385,budaun,28.05,79.1167,81.37,33,31,8.28,IN,1696304909
386,prieska,-29.6641,22.7474,68.04,35,0,6.98,ZA,1696304909
387,borujerd,33.8973,48.7516,62.56,52,87,4.18,IR,1696304910
388,nizhnesortymskiy,62.4397,71.7603,49.05,83,41,15.57,RU,1696304910
389,porto novo,6.4965,2.6036,76.66,93,61,5.39,BJ,1696304910
390,surgana,20.5667,73.6167,75.74,75,53,3.53,IN,1696304910
391,westport,41.1415,-73.3579,63.82,86,0,4.0,US,1696304707
392,zhangjiakou shi xuanhua qu,40.6103,115.0447,70.27,39,4,5.28,CN,1696304910
393,itatiaia,-22.4961,-44.5633,66.85,99,99,2.98,BR,1696304911
394,lerwick,60.1545,-1.1494,53.6,82,11,21.88,GB,1696304911
395,owase,34.0667,136.2,77.54,37,87,4.5,JP,1696304911
396,bull savanna,17.8868,-77.5902,79.9,82,100,2.51,JM,1696304911
397,kerikeri,-35.2268,173.9474,63.91,65,0,3.0,NZ,1696304911
398,kurye,35.2094,127.4644,68.95,59,100,2.3,KR,1696304912
399,amga,60.8953,131.9608,46.98,65,100,3.0,RU,1696304912
400,new norfolk,-42.7826,147.0587,65.71,51,69,8.16,AU,1696304912
401,kone,-21.0595,164.8658,76.91,59,84,9.46,NC,1696304912
402,la mira,18.035,-102.3266,79.2,92,100,5.59,MX,1696304912
403,palanga,55.9175,21.0686,62.62,100,75,6.91,LT,1696304913
404,smara,26.7384,-11.6719,80.24,26,0,8.32,EH,1696304913
405,leongatha,-38.4833,145.95,56.68,99,100,2.91,AU,1696304913
406,jurm,36.8648,70.8342,63.64,33,0,0.74,AF,1696304913
407,sinop,41.7711,34.8709,52.79,87,46,5.57,TR,1696304913
408,aksu,41.1231,80.2644,69.13,33,87,1.45,CN,1696304913
409,urangan,-25.3,152.9,73.71,62,45,11.14,AU,1696304914
410,praya,14.9215,-23.5087,77.54,88,20,5.75,CV,1696304914
411,svobodnyy,51.4,128.1333,51.13,59,95,7.0,RU,1696304914
412,gelendost,38.1208,31.0153,56.84,79,62,7.4,TR,1696304914
413,nelson,-41.2833,173.2833,58.28,43,0,1.99,NZ,1696304914
414,ambodifotatra,-16.9833,49.85,75.25,88,75,4.61,MG,1696304915
415,ad dilam,23.9915,47.1627,82.81,17,0,5.93,SA,1696304839
416,suva,-18.1416,178.4415,76.48,61,75,13.8,FJ,1696304915
417,kalianget,-7.05,113.9333,84.96,58,81,10.09,ID,1696304915
418,tromso,69.6496,18.957,37.42,87,75,2.3,NO,1696304915
419,sabang,5.8933,95.3214,82.4,74,100,13.49,ID,1696304915
420,kiunga,-6.1219,141.2906,81.63,91,73,2.21,PG,1696304916
421,truth or consequences,33.1284,-107.2528,73.63,35,0,10.36,US,1696304916
422,nakamura,32.9833,132.9333,76.89,53,100,4.61,JP,1696304916
423,eydhafushi,5.1033,73.0708,80.83,80,100,12.03,MV,1696304916
424,kaiapoi,-43.3783,172.6401,56.07,51,5,2.3,NZ,1696304916
425,port blair,11.6667,92.75,80.64,83,100,10.36,IN,1696304916
426,port moresby,-9.4431,147.1797,87.22,66,40,23.02,PG,1696304917
427,inirida,3.8653,-67.9239,76.15,87,98,1.14,CO,1696304917
428,chaiya,9.3862,99.1986,85.98,75,99,3.78,TH,1696304917
429,turpan,42.9333,89.1667,79.81,21,100,5.57,CN,1696304917
430,ghat,24.9647,10.1728,76.75,39,0,2.46,LY,1696304917
431,afaahiti,-17.75,-149.2833,78.06,86,66,12.93,PF,1696304917
432,pirallahi,40.4723,50.333,66.34,61,92,2.98,AZ,1696304918
433,nikolayevsk-on-amure,53.1406,140.73,46.76,94,100,5.97,RU,1696304918
434,hasaki,35.7333,140.8333,79.2,53,70,11.32,JP,1696304918
435,camacupa,-12.0167,17.4833,68.97,56,70,4.65,AO,1696304918
436,bikenibeu village,1.3673,173.1241,89.56,62,20,6.91,KI,1696304918
437,sao gabriel da cachoeira,-0.1303,-67.0892,76.32,82,100,1.66,BR,1696304687
438,vuktyl,63.8567,57.3094,41.11,81,37,10.0,RU,1696304919
439,bechar,31.6167,-2.2167,68.32,37,0,3.44,DZ,1696304919
440,laurel,39.0993,-76.8483,69.26,90,0,0.0,US,1696304708
441,melekeok village,7.4957,134.6367,88.36,70,75,11.5,PW,1696304919
442,akjoujt,19.6969,-14.4164,89.1,13,1,8.14,MR,1696304920
443,ferkessedougou,9.6,-5.2,72.82,96,39,4.03,CI,1696304920
444,coahuayana de hidalgo,18.7,-103.6583,80.89,92,100,0.85,MX,1696304920
445,emerald,-23.5333,148.1667,85.33,31,0,12.55,AU,1696304656
446,zhezqazghan,47.7833,67.7667,46.98,76,0,8.95,KZ,1696304920
447,chingola,-12.529,27.8838,64.2,69,46,8.3,ZM,1696304921
448,sangmelima,2.9333,11.9833,69.1,99,100,3.78,CM,1696304921
449,nar'yan-mar,67.6713,53.087,39.11,78,62,21.0,RU,1696304921
450,severobaykal'sk,55.65,109.3167,37.51,43,51,4.85,RU,1696304921
451,sungai raya,0.7,108.9,88.48,56,100,8.01,ID,1696304921
452,tazovsky,67.4667,78.7,39.54,94,100,23.87,RU,1696304921
453,howard springs,-12.497,131.047,89.51,38,80,8.81,AU,1696304922
454,tionk essil,12.7856,-16.5217,77.05,87,100,4.79,SN,1696304922
455,piton saint-leu,-21.2196,55.3151,74.41,60,40,8.05,RE,1696304922
456,tabou,4.423,-7.3528,76.5,87,100,9.4,CI,1696304922
457,salalah,17.0151,54.0924,77.09,69,75,4.61,OM,1696304922
458,caratinga,-19.7897,-42.1392,72.63,79,100,2.17,BR,1696304923
459,dzhambeyty,50.2536,52.595,62.73,48,100,11.72,KZ,1696304923
460,vadso,70.0744,29.7487,32.88,100,100,5.75,NO,1696304923
461,nago,26.5881,127.9761,91.83,87,100,11.27,JP,1696304923
462,zhumadian,32.9794,114.0294,70.09,69,71,4.45,CN,1696304923
463,ouadda,8.0777,22.4007,68.56,91,100,3.89,CF,1696304923
464,dawson creek,55.7666,-120.2362,47.84,57,40,2.3,CA,1696304924
465,dhidhdhoo,6.8833,73.1,81.79,79,82,15.57,MV,1696304924
466,lakatoro,-16.0999,167.4164,79.12,76,79,18.99,VU,1696304924
467,port hueneme,34.1478,-119.1951,64.96,83,0,6.91,US,1696304924
468,east grand forks,47.93,-97.0245,64.63,94,0,4.61,US,1696304860
469,abohar,30.15,74.1833,87.6,17,0,4.38,IN,1696304924
470,carbonear,47.7332,-53.2148,49.12,93,30,2.08,CA,1696304925
471,mahenge,-8.6833,36.7167,60.91,73,85,1.63,TZ,1696304925
472,muli,2.9167,73.5667,82.13,77,94,12.17,MV,1696304925
473,flying fish cove,-10.4217,105.6791,80.28,69,75,14.97,CX,1696304925
474,luz,-19.8014,-45.6856,72.55,82,82,1.16,BR,1696304925
475,upata,8.0086,-62.3989,74.34,86,100,3.29,VE,1696304926
476,vila do maio,15.1333,-23.2167,77.79,81,96,7.09,CV,1696304926
477,leava,-14.3,-178.1667,80.01,78,42,25.88,WF,1696304926
478,champerico,14.3,-91.9167,81.93,79,92,1.97,GT,1696304926
479,nemuro,43.3236,145.575,61.21,69,7,20.62,JP,1696304926
480,road town,18.4167,-64.6167,84.29,77,73,7.38,VG,1696304927
481,brookhaven,31.5791,-90.4407,71.26,59,1,5.06,US,1696304884
482,nantucket,41.2835,-70.0995,55.45,94,0,4.61,US,1696304688
483,codrington,-38.2667,141.9667,56.79,70,97,17.78,AU,1696304927
484,as sulayyil,20.4607,45.5779,71.85,14,0,0.45,SA,1696304927
485,tocopilla,-22.092,-70.1979,63.03,81,47,7.07,CL,1696304927
486,manhattan,40.7834,-73.9662,66.61,80,40,4.61,US,1696304867
487,pingzhuang,42.0372,119.2889,75.67,24,69,11.88,CN,1696304928
488,kingston,17.997,-76.7936,81.55,93,20,3.44,JM,1696304765
489,lucaya,26.5333,-78.6667,73.33,88,0,5.75,BS,1696304928
490,midlothian,32.4824,-96.9945,81.41,54,0,5.01,US,1696304928
491,colonia,50.9333,6.95,73.89,75,0,12.66,DE,1696304928
492,gizo,-8.103,156.8419,82.08,84,81,15.1,SB,1696304928
493,qalat,32.1058,66.9083,65.32,12,0,2.28,AF,1696304929
494,kapa'a,22.0752,-159.319,82.38,82,40,8.05,US,1696304929
495,ts'nori,41.6209,45.9694,64.65,78,78,3.49,GE,1696304929
496,viedma,-40.8135,-62.9967,49.24,91,38,5.32,AR,1696304929
497,moa,20.6569,-74.9403,81.23,86,99,8.61,CU,1696304929
498,yarmouth,41.7057,-70.2286,57.96,93,0,5.01,US,1696304930
499,tegal,-6.8694,109.1402,87.94,50,100,5.26,ID,1696304930
500,bairnsdale,-37.8333,147.6167,77.13,42,100,12.19,AU,1696304930
501,heunghae,36.1125,129.3522,72.57,53,100,4.16,KR,1696304930
502,cantley,53.5,-1.05,53.15,95,86,7.18,GB,1696304930
503,kuala terengganu,5.3302,103.1408,86.99,83,20,3.44,MY,1696304930
504,nur-sultan,51.1801,71.446,40.95,100,100,13.42,KZ,1696304931
505,borogontsy,62.6683,131.1683,45.28,87,100,5.01,RU,1696304931
506,varzea grande,-15.6467,-56.1325,84.07,61,0,6.91,BR,1696304931
507,hengchun,22.0042,120.7439,84.33,69,97,14.47,TW,1696304931
508,mar del plata,-38.0023,-57.5575,52.09,99,100,4.61,AR,1696304655
509,rabo de peixe,37.8,-25.5833,67.51,99,20,8.05,PT,1696304931
510,brookings,44.3114,-96.7984,75.54,52,0,13.8,US,1696304932
511,sitapur,27.5667,80.6833,79.18,55,100,5.01,IN,1696304932
512,korsakov,46.6328,142.7813,58.84,84,79,13.0,RU,1696304932
513,agria,47.9026,20.3733,55.13,67,54,1.83,HU,1696304932
514,lukolela,-1.0605,17.1821,72.14,97,100,1.45,CD,1696304932
515,la sarre,48.8002,-79.1996,66.94,74,88,10.87,CA,1696304932
516,cabedelo,-6.9811,-34.8339,75.87,75,13,10.45,BR,1696304932
517,dalandzadgad,43.5708,104.425,53.33,40,6,8.84,MN,1696304933
518,coruripe,-10.1256,-36.1756,72.77,85,4,10.45,BR,1696304933
519,vallegrande,-18.4897,-64.1069,57.25,95,35,4.94,BO,1696304933
520,lusambo,-4.9667,23.45,71.26,83,63,0.63,CD,1696304933
521,hanceville,34.0607,-86.7675,72.21,63,0,3.15,US,1696304933
522,usogorsk,63.4106,48.6872,38.66,90,100,2.8,RU,1696304934
523,sao lourenco do sul,-31.3653,-51.9783,54.75,88,4,6.69,BR,1696304934
524,tshikapa,-6.4167,20.8,70.75,91,85,1.74,CD,1696304934
525,perry,37.2506,-83.1999,70.52,76,0,2.37,US,1696304726
526,diego de almagro,-26.3667,-70.05,55.44,68,1,1.25,CL,1696304934
527,irbit,57.6705,63.071,54.41,79,95,6.64,RU,1696304934
528,hargeysa,9.56,44.065,69.53,72,16,5.41,SO,1696304934
529,malango,-2.9627,119.9001,87.4,46,58,5.39,ID,1696304935
530,zhigalovo,54.8097,105.1578,35.08,56,95,3.0,RU,1696304935
531,luderitz,-26.6481,15.1594,63.32,64,0,7.29,NA,1696304935
532,gazli,40.1333,63.45,67.77,28,31,12.33,UZ,1696304935
533,embi,48.8264,58.1442,56.77,46,85,6.17,KZ,1696304935
534,nelson bay,-32.7167,152.15,91.45,61,0,25.01,AU,1696304885
535,chincha alta,-13.4099,-76.1323,63.19,88,68,4.85,PE,1696304691
536,edd,13.9297,41.6925,89.28,50,0,7.83,ER,1696304936
537,yemva,62.59,50.8594,42.06,90,99,5.99,RU,1696304936
538,nakonde,-9.3421,32.745,61.32,59,100,6.64,ZM,1696304936
539,ceeldheer,3.8488,47.1806,79.41,83,6,10.42,SO,1696304936
540,banda aceh,5.5577,95.3222,85.93,65,100,8.95,ID,1696304936
541,llallagua,-18.4167,-66.6333,50.63,33,64,4.97,BO,1696304937
542,baharly,38.4362,57.4316,70.52,22,3,4.03,TM,1696304937
543,ust'-barguzin,53.45,108.9833,40.08,58,100,8.01,RU,1696304937
544,crossett,33.1282,-91.9612,69.78,54,5,5.82,US,1696304799
545,north bend,43.4065,-124.2243,59.92,100,100,5.75,US,1696304937
546,kenai,60.5544,-151.2583,46.15,79,0,3.44,US,1696304937
547,firminopolis,-16.5819,-50.305,72.05,88,100,8.12,BR,1696304938
548,saudarkrokur,65.7461,-19.6394,37.65,97,100,6.2,IS,1696304938
549,huilong,31.8111,121.655,75.92,69,100,10.31,CN,1696304938
550,balykshi,47.0667,51.8667,62.6,59,40,17.9,KZ,1696304938
551,sibut,5.718,19.0739,70.12,96,93,1.92,CF,1696304938
552,east ballina,-28.8667,153.5833,84.79,53,0,18.19,AU,1696304808
553,maputsoe,-28.8833,27.9,53.73,49,0,2.39,LS,1696304938
554,springbok,-29.6643,17.8865,59.77,39,0,1.5,ZA,1696304939
555,sadovoye,47.7764,44.5089,60.89,47,100,4.09,RU,1696304939
556,hadibu,12.65,54.0333,81.05,78,16,4.27,YE,1696304939
557,benjamin aceval,-24.9667,-57.5667,78.94,44,0,7.56,PY,1696304939
558,salinopolis,-0.6136,-47.3561,79.99,82,40,12.55,BR,1696304939
559,fossombrone,43.6908,12.8127,68.22,61,7,3.51,IT,1696304939
560,nicoya,10.1483,-85.452,75.85,98,100,1.45,CR,1696304940
561,azrou,33.4344,-5.2213,68.56,34,87,5.1,MA,1696304940
562,tabanan,-8.5413,115.1252,84.6,64,72,9.17,ID,1696304940
563,floro,61.5996,5.0328,51.76,82,100,13.8,NO,1696304940
564,horst,52.3083,5.5819,68.92,83,100,1.01,NL,1696304940
565,motygino,58.1831,94.7592,38.79,54,100,10.0,RU,1696304940
566,jiazi,22.8779,116.067,84.07,69,34,3.98,CN,1696304941
567,majuro,7.0897,171.3803,84.11,74,74,9.69,MH,1696304941
568,luanco,43.6152,-5.7934,69.03,88,100,8.41,ES,1696304941
569,lycksele,64.5954,18.6735,33.67,100,75,2.3,SE,1696304941
570,imbituba,-28.24,-48.6703,54.73,84,0,5.26,BR,1696304884
571,buriti alegre,-18.14,-49.0403,68.56,89,100,3.02,BR,1696304668
572,sinabang,2.4803,96.3801,82.53,72,88,11.45,ID,1696304942
573,howrah,22.5892,88.3103,84.2,84,100,11.5,IN,1696304942
574,urubamba,-13.3047,-72.1158,61.7,79,96,4.9,PE,1696304942
575,rudarpur,26.4394,83.6144,82.04,80,98,8.84,IN,1696304942
576,caleta de carquin,-11.0925,-77.6267,66.31,89,96,11.5,PE,1696304942
577,florida,28.7505,-82.5001,73.9,84,0,4.61,US,1696304654
578,porto torres,40.835,8.3972,57.38,58,1,1.79,IT,1696304943
579,antsiranana,-12.2787,49.2917,74.16,88,20,6.91,MG,1696304943
580,torit,4.4133,32.5678,71.8,86,99,1.5,SS,1696304885
581,camocim,-2.9022,-40.8411,76.86,88,17,11.56,BR,1696304943
